User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
CloudTrail,ASIA23LFS7HSBG7D3IHT,2020-12-08T16:50:16Z,s3.amazonaws.com,GetBucketLocation,us-east-1,42.107.76.87,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.898 Linux/4.9.217-0.3.ac.206.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",,[],E5BAA9C2A35A2769,644cf9c1-4692-46b5-96b8-591727c7dbb8,true,AwsApiCall,745926752740,Management
CloudTrail,ASIA23LFS7HSBG7D3IHT,2020-12-08T16:50:16Z,s3.amazonaws.com,GetBucketPolicy,us-east-1,42.107.76.87,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.898 Linux/4.9.217-0.3.ac.206.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",,[],074CB6DBFF3DE690,6e42f380-933f-4660-a81a-72d91a58a64a,true,AwsApiCall,745926752740,Management
CloudTrail,ASIA23LFS7HSBG7D3IHT,2020-12-08T16:50:16Z,cloudtrail.amazonaws.com,CreateTrail,us-east-1,42.107.76.87,console.amazonaws.com,InsufficientEncryptionPolicyException,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-745926752740-040148e0""},{""resourceType"":""AWS::KMS::Key"",""resourceName"":""arn:aws:kms:us-east-1:745926752740:key/73fcae82-0acb-46fc-8b4b-d4ffb983eb82""}]",073402ce-88a0-42df-b487-492fcde4759c,95675b68-56e6-4e7d-9e31-7548dc997acd,false,AwsApiCall,745926752740,Management
CloudTrail,ASIA23LFS7HSBG7D3IHT,2020-12-08T16:50:16Z,s3.amazonaws.com,PutBucketPolicy,us-east-1,42.107.76.87,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.898 Linux/4.9.217-0.3.ac.206.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-745926752740-040148e0""}]",6483B5739AF371E6,c94282dc-3b2a-4133-9b4f-6aca1e79af32,false,AwsApiCall,745926752740,Management
CloudTrail,ASIA23LFS7HSBG7D3IHT,2020-12-08T16:49:51Z,lambda.amazonaws.com,ListFunctions20150331,us-east-1,42.107.76.87,console.amazonaws.com,,[],06371598-305f-45a1-9000-91e864c96bb6,fcefc06e-4e99-478b-a58d-31ae60b9d444,true,AwsApiCall,745926752740,Management
CloudTrail,ASIA23LFS7HSBG7D3IHT,2020-12-08T16:49:06Z,kms.amazonaws.com,ListKeys,us-east-1,42.107.76.87,console.amazonaws.com,,[],d31435b6-6c7f-4ea6-92eb-6d22bbf45abb,097c74f8-902a-4525-8193-99a9edc0ffa8,true,AwsApiCall,745926752740,Management
CloudTrail,ASIA23LFS7HSBG7D3IHT,2020-12-08T16:49:06Z,s3.amazonaws.com,GetBucketLocation,us-east-1,42.107.76.87,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.898 Linux/4.9.217-0.3.ac.206.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",,[],93AA0EFF1464A587,4a43035e-7b1b-476a-a233-651bd06d57d3,true,AwsApiCall,745926752740,Management
CloudTrail,ASIA23LFS7HSBG7D3IHT,2020-12-08T16:49:06Z,kms.amazonaws.com,ListAliases,us-east-1,42.107.76.87,console.amazonaws.com,,[],47a78d03-4809-4812-abf1-28045e07554a,7c74f9c3-1dd0-42a1-a49c-e8bd8ae546b3,true,AwsApiCall,745926752740,Management
CloudTrail,ASIA23LFS7HSBG7D3IHT,2020-12-08T16:49:04Z,s3.amazonaws.com,GetBucketLocation,us-east-1,42.107.76.87,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.898 Linux/4.9.217-0.3.ac.206.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",,[],FC618FFD08D72C10,146a2694-07b4-4c5e-b277-2ee343a0f6b6,true,AwsApiCall,745926752740,Management
CloudTrail,ASIA23LFS7HSBG7D3IHT,2020-12-08T16:49:04Z,kms.amazonaws.com,ListAliases,us-east-1,42.107.76.87,console.amazonaws.com,,[],b4a4e86f-b53f-494b-86fe-813d068424f6,5875141b-c757-49d3-a79a-787fb7e50699,true,AwsApiCall,745926752740,Management
CloudTrail,ASIA23LFS7HSBG7D3IHT,2020-12-08T16:49:04Z,kms.amazonaws.com,ListKeys,us-east-1,42.107.76.87,console.amazonaws.com,,[],f79a4e95-8cac-43ea-9e0b-31b494638172,738890fc-355b-4522-aebf-600ecb05455d,true,AwsApiCall,745926752740,Management
CloudTrail,ASIA23LFS7HSBG7D3IHT,2020-12-08T16:47:04Z,cloudtrail.amazonaws.com,DescribeTrails,us-east-1,42.107.76.87,console.amazonaws.com,,[],0ccf9b08-dd33-4ceb-8f96-f14743ba05f5,78327713-41a6-40f2-8d8c-61d31416922d,true,AwsApiCall,745926752740,Management
CloudTrail,ASIA23LFS7HSBG7D3IHT,2020-12-08T16:46:51Z,cloudtrail.amazonaws.com,DescribeTrails,us-east-1,42.107.76.87,console.amazonaws.com,,[],e753e711-4b61-4d76-9fb6-868b29e3a671,f4301d39-611f-4192-aa5c-4faf89ecae3d,true,AwsApiCall,745926752740,Management
CloudTrail,ASIA23LFS7HSBG7D3IHT,2020-12-08T16:46:50Z,cloudtrail.amazonaws.com,LookupEvents,us-east-1,42.107.76.87,console.amazonaws.com,,[],94dd07e8-5e4c-4cba-917f-0a823b3a191c,486a2328-09db-416b-afc5-98ac04acc5c2,true,AwsApiCall,745926752740,Management
CloudTrail,ASIA23LFS7HSBG7D3IHT,2020-12-08T16:46:49Z,cloudtrail.amazonaws.com,LookupEvents,us-east-1,42.107.76.87,console.amazonaws.com,,[],085016ad-ed84-4310-a728-7bbc79fec34e,2295dcd2-e634-47ce-b526-ccfa060cdcbe,true,AwsApiCall,745926752740,Management
CloudTrail,ASIA23LFS7HSBG7D3IHT,2020-12-08T16:46:09Z,s3.amazonaws.com,GetBucketLocation,us-east-1,42.107.76.87,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.898 Linux/4.9.217-0.3.ac.206.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",,[],198E764F51E43778,1dd0cd12-69c3-4c0a-ab3c-789aed0741e6,true,AwsApiCall,745926752740,Management
CloudTrail,ASIA23LFS7HSBG7D3IHT,2020-12-08T16:46:09Z,s3.amazonaws.com,PutBucketPublicAccessBlock,us-east-1,42.107.76.87,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.898 Linux/4.9.217-0.3.ac.206.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",AccessDenied,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-745926752740-52b229da""}]",C735E757697E3AD0,5f0ab5d4-a905-41e0-a0ba-5d3ab48b3b28,false,AwsApiCall,745926752740,Management
CloudTrail,ASIA23LFS7HSBG7D3IHT,2020-12-08T16:46:09Z,s3.amazonaws.com,PutBucketPolicy,us-east-1,42.107.76.87,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.898 Linux/4.9.217-0.3.ac.206.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-745926752740-52b229da""}]",E30B386E64BF9096,d6e7f1db-e0d5-4584-80e1-6ebfb83860d5,false,AwsApiCall,745926752740,Management
CloudTrail,ASIA23LFS7HSBG7D3IHT,2020-12-08T16:46:08Z,s3.amazonaws.com,CreateBucket,us-east-1,42.107.76.87,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.898 Linux/4.9.217-0.3.ac.206.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-745926752740-52b229da""}]",297E4CC9A7E8682F,7746aaf8-8603-41ad-b30d-44629602a410,false,AwsApiCall,745926752740,Management
CloudTrail,ASIA23LFS7HSBG7D3IHT,2020-12-08T16:45:57Z,s3.amazonaws.com,CreateBucket,us-east-1,42.107.76.87,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.898 Linux/4.9.217-0.3.ac.206.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-745926752740-52b229da""}]",6FF4DED74370870F,2da410b5-94e8-482d-a667-ca4c219132bb,false,AwsApiCall,745926752740,Management
CloudTrail,ASIA23LFS7HSBG7D3IHT,2020-12-08T16:45:57Z,s3.amazonaws.com,PutBucketPolicy,us-east-1,42.107.76.87,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.898 Linux/4.9.217-0.3.ac.206.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-745926752740-52b229da""}]",E68E1EB11E17C0A4,934f7097-534c-477a-8954-c58d499c1b2e,false,AwsApiCall,745926752740,Management
CloudTrail,ASIA23LFS7HSBG7D3IHT,2020-12-08T16:45:57Z,s3.amazonaws.com,GetBucketLocation,us-east-1,42.107.76.87,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.898 Linux/4.9.217-0.3.ac.206.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",,[],0C82A938B467F1B9,ab402c91-e0ec-483d-bf0c-04ef7f2384e9,true,AwsApiCall,745926752740,Management
CloudTrail,ASIA23LFS7HSBG7D3IHT,2020-12-08T16:45:57Z,s3.amazonaws.com,PutBucketPublicAccessBlock,us-east-1,42.107.76.87,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.898 Linux/4.9.217-0.3.ac.206.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",AccessDenied,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-745926752740-52b229da""}]",8QDH1KBT9T1WFW7P,e2e0c4da-a10c-4bc7-b247-1c813823de49,false,AwsApiCall,745926752740,Management
CloudTrail,ASIA23LFS7HSBG7D3IHT,2020-12-08T16:44:44Z,lambda.amazonaws.com,ListFunctions20150331,us-east-1,42.107.76.87,console.amazonaws.com,,[],2a7eeaca-be95-4767-8441-1f621db1bd24,6c20a97c-437a-4de5-8cad-1fa0e67de9d8,true,AwsApiCall,745926752740,Management
CloudTrail,ASIA23LFS7HSBG7D3IHT,2020-12-08T16:43:28Z,cloudtrail.amazonaws.com,DescribeTrails,us-east-1,42.107.76.87,console.amazonaws.com,,[],1441c522-c6c0-4105-a527-b7527e192177,10913edf-884b-49c2-ba91-ead16d46b8fc,true,AwsApiCall,745926752740,Management
CloudTrail,ASIA23LFS7HSBG7D3IHT,2020-12-08T16:43:17Z,cloudtrail.amazonaws.com,LookupEvents,us-east-1,42.107.76.87,console.amazonaws.com,,[],d163013b-043f-433b-b47b-685cac88c88d,436a637c-8a57-449c-926d-138f19d721d5,true,AwsApiCall,745926752740,Management
CloudTrail,ASIA23LFS7HSBG7D3IHT,2020-12-08T16:43:17Z,cloudtrail.amazonaws.com,LookupEvents,us-east-1,42.107.76.87,console.amazonaws.com,,[],e681ab27-82d6-4794-b030-8c3167593526,51ce0cdd-6b36-481d-9c71-8f844952ddfb,true,AwsApiCall,745926752740,Management
CloudTrail,ASIA23LFS7HSBG7D3IHT,2020-12-08T16:43:17Z,cloudtrail.amazonaws.com,DescribeTrails,us-east-1,42.107.76.87,console.amazonaws.com,,[],dd9fb772-26c0-4b17-9353-4ddb30e647df,a3e8325d-3117-47a8-8604-ca554b86720b,true,AwsApiCall,745926752740,Management
CloudTrail,ASIA23LFS7HSKKYTFW7O,2020-12-08T16:43:12Z,health.amazonaws.com,DescribeEventAggregates,us-east-1,42.107.76.87,console.amazonaws.com,AccessDenied,[],1c7f4ee4-68d2-4b0d-ac21-be81b5d00bb9,ca76eb56-757c-4bf4-8728-07a4422bde7e,true,AwsApiCall,745926752740,Management
CloudTrail,ASIA23LFS7HSBG7D3IHT,2020-12-08T16:43:09Z,organizations.amazonaws.com,DescribeOrganization,us-east-1,42.107.76.87,console.amazonaws.com,AccessDenied,[],307e541e-0fd1-401a-8987-4e7bd23ebb3a,a424e983-0e7b-4f9a-a0f8-2c0f80c236be,true,AwsApiCall,745926752740,Management
CloudTrail,ASIA23LFS7HSBG7D3IHT,2020-12-08T16:42:55Z,s3.amazonaws.com,ListBuckets,us-east-1,42.107.76.87,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.898 Linux/4.9.217-0.3.ac.206.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",,[],66F18BCA4CE6FDBB,6ec82459-ebc4-48d2-a0fd-cc72c9b74e64,true,AwsApiCall,745926752740,Management
